# TIER 2 — every factual assertion in the clause-5 surface that carries NEITHER a citation
# NOR a hedge, enumerated. UNEVIDENCED, never FALSE: many of these are certainly true.
# Scope of both citation and hedge is the containing BLOCK, so this is a FLOOR.
# columns: path:line-range <TAB> block-kind <TAB> sentence
corpus/services/customerio-sync.md:50-50	bullet	**The sync window is now stateless.** The standalone held `lastSyncTime` in memory and advanced it per tick.
corpus/services/customerio-sync.md:50-50	bullet	`app`'s worker is multi-replica and restarts on every deploy, so each run reads a fixed overlap window instead (wider than the 10-minute schedule).
corpus/services/customerio-sync.md:50-50	bullet	Pushing a contact is idempotent (`CreateContact` with `UpdateEnabled`), so the overlap is free.
corpus/services/customerio-sync.md:51-51	bullet	**The scan is `database/sql`, not sqlc/pgx.** `app` carries no sqlc toolchain.
corpus/services/customerio-sync.md:53-56	paragraph	Two more structural moves: the standalone's 10-minute ticker became an **asynq scheduled task**, and the DB **view** it read (`public.customer_io_sync_table`, never under migration control) was replaced by `sync_query.sql` — verified row-for-row against the view, identical for 7,392 of 7,397 rows and correct where it differs.
corpus/services/customerio-sync.md:90-90	bullet	**PostgreSQL** (`public` schema) — read via `app`'s shared analytics pool, not a connection string of its own
corpus/services/customerio-sync.md:91-91	bullet	**Brevo API** (external — `BREVO_KEY` in `platform/.env`)
corpus/services/customerio-sync.md:100-101	paragraph	For protocol and field-mapping details, read the live code — `app/internal/customeriosync/`, whose `doc.go` is the port record — or clone the frozen repo for the pre-merge source:
corpus/services/customerio-sync.md:114-114	paragraph	The domain is inside `backend` and **off unless you say otherwise**:
corpus/services/db-backup.md:5-5	paragraph	db-backup performs **scheduled PostgreSQL backups** every 6 hours, storing dumps in three geographically separate locations for disaster recovery:
corpus/services/db-backup.md:8-8	bullet	**Azure Blob Storage** (secondary)
corpus/services/db-backup.md:18-18	table-row	| **Deployment** | Docker (scheduled, internal) |
corpus/services/db-backup.md:20-20	table-row	| **Backup Targets** | S3, Azure, Hetzner |
corpus/services/db-backup.md:21-21	table-row	| **Source** | PostgreSQL RDS (all schemas) |
corpus/services/db-backup.md:23-23	paragraph	The service runs on a timer, performing full database dumps and uploading them to all three storage providers.
corpus/services/db-backup.md:27-27	paragraph	db-backup runs in production and staging environments.
corpus/services/gotenberg.md:5-5	paragraph	Gotenberg is a **third-party stateless conversion service**.
corpus/services/gotenberg.md:11-11	bullet	**Image**: `gotenberg/gotenberg:8` (pinned major version 8)
corpus/services/gotenberg.md:15-15	bullet	**Statelessness**: No database, no Redis, no persistence.
corpus/services/gotenberg.md:34-34	paragraph	Gotenberg exposes a multi-route HTTP API. Anthropos uses:
corpus/services/gotenberg.md:42-42	paragraph	The backend service (`app`) is the only consumer.
corpus/services/gotenberg.md:46-46	bullet	**Function**: `ConvertToPDF(ctx, gotenbergURL, document, filename)` returns `[]byte` of the rendered PDF — **an in-memory intermediate, discarded by both callers** (see Role above)
corpus/services/gotenberg.md:50-50	bullet	**Env var**: `GOTENBERG_URL=http://gotenberg:3200` (injected via the backend's compose `environment:`)
corpus/services/gotenberg.md:54-54	paragraph	Gotenberg starts automatically with the default profile:
corpus/services/gotenberg.md:79-79	paragraph	Embedding it in the Go backend would bloat the image and complicate the build.
corpus/services/gotenberg.md:79-79	paragraph	Gotenberg packages that complexity behind a clean HTTP boundary and is well-maintained by the open-source community.
corpus/services/graphql-wundergraph.md:36-39	bullet	**Primary Goal**: Serve the platform's Apollo Federation v2 **supergraph** from a WunderGraph **Cosmo Router** at one endpoint.
corpus/services/graphql-wundergraph.md:36-39	bullet	Since **cms-in-app v8.0** the supergraph composes a **single subgraph** — `backend`.
corpus/services/graphql-wundergraph.md:36-39	bullet	Counting entries in `supergraph-config-prod.yaml` at each commit:
corpus/services/graphql-wundergraph.md:43-43	table-row	| `749dc86~1` | — | **5** | `backend`, `skiller`, `jobsimulation`, `cms`, `skillpath` |
corpus/services/graphql-wundergraph.md:79-79	bullet	**Codebase**: `graphql-wundergraph` (local) — repo `git@github.com:anthropos-work/graphql-wundergraph`
corpus/services/graphql-wundergraph.md:80-80	bullet	**Runtime**: prebuilt Go binary image `ghcr.io/wundergraph/cosmo/router:0.275.0` (pinned)
corpus/services/graphql-wundergraph.md:82-82	bullet	**Federation**: Apollo Federation v2, `federation_version: =2.3.2` (pinned)
corpus/services/graphql-wundergraph.md:83-83	bullet	**Database**: none — stateless gateway (no DB, no Redis)
corpus/services/graphql-wundergraph.md:90-92	paragraph	**There is no application source here.** `package.json` is a stub (`{"name":"graphql-wundegraph"}` — note the misspelling, carried in the repo).
corpus/services/graphql-wundergraph.md:110-112	paragraph	The supergraph `config.json` is **baked into the image at build time** by `wgc router compose -i supergraph-config.yaml -o config.json`.
corpus/services/graphql-wundergraph.md:114-115	bullet	Adding/changing a subgraph **or a single field** requires re-running `wgc compose` and **rebuilding + restarting** the image — there is **no hot reload**.
corpus/services/graphql-wundergraph.md:124-124	table-row	| `Dockerfile` | Uses the **committed `schemas/*.graphqls`** as-is | production CI build |
corpus/services/graphql-wundergraph.md:140-140	table-row	| `/graphql` | GraphQL | Unified federated endpoint.
corpus/services/graphql-wundergraph.md:140-140	table-row	Playground + introspection ON in compose/dev, OFF in prod. |
corpus/services/graphql-wundergraph.md:144-144	table-row	| `supergraph-update.yml` | GitHub Action | `workflow_dispatch` bumps subgraph versions in `subgraphs.conf`, re-downloads SDL from GitHub Releases, opens a PR. |
corpus/services/graphql-wundergraph.md:148-149	paragraph	Routing URLs use Docker **service names** on `app-network` (deliberately avoiding `host.docker.internal`/`extra_hosts` so it works on Docker Desktop *and* native Linux):
corpus/services/graphql-wundergraph.md:151-152	paragraph	**Historical — compose no longer has a router service to route.** Kept because the archived repo's configs still contain these rows and a reader will find them there.
corpus/services/graphql-wundergraph.md:156-156	table-row	| `backend` (the `app` service) | `http://backend:8082/graphql/query` | **the only surviving subgraph.** Named `backend`, maps to repo/service `app` — and now also serves everything the four folded subgraphs used to |
corpus/services/graphql-wundergraph.md:179-179	bullet	**Downstream (composed subgraphs)**: `app` (as `backend`) — and, historically, `jobsimulation` and `cms`.
corpus/services/graphql-wundergraph.md:180-180	bullet	~~**Compose `depends_on`**~~ — moot: there is no compose service.
corpus/services/graphql-wundergraph.md:180-180	bullet	Historically `backend`, `jobsimulation`, `cms`, **`storage`** (note `storage` was **not** a GraphQL subgraph but was in the startup-order list).
corpus/services/graphql-wundergraph.md:217-220	paragraph	So what the probe actually proves is *the server is up, routing, parsing GraphQL and enforcing authz*.
corpus/services/graphql-wundergraph.md:234-236	paragraph	The `__schema` form is the one that returns real `data` unauthenticated, and it is what the frontend's `pnpm codegen` relies on. It is gated on `colony.Development`, so on staging/prod it is refused like everything else.
corpus/services/graphql-wundergraph.md:238-239	paragraph	On `backend`, `/graphql` serves the Apollo Sandbox UI; CORS preflight and auth happen at `/query`.
corpus/services/graphql-wundergraph.md:250-250	paragraph	These are **Docker build args** (not runtime secrets) — they select which config files get baked in.
corpus/services/graphql-wundergraph.md:254-254	table-row	| `ENVIRONMENT` | `compose` | Picks `config.<ENVIRONMENT>.yaml` → `config.yaml` (router runtime behavior).
corpus/services/graphql-wundergraph.md:255-255	table-row	| `ENVIRONMENT_CONFIG` | `compose` | Picks `supergraph-config-<ENVIRONMENT_CONFIG>.yaml` → which routing URLs are baked in. |
corpus/services/graphql-wundergraph.md:256-256	table-row	| `CONFIG_PATH` | `config.yaml` | Tells the Cosmo router which config file to load. |
corpus/services/graphql-wundergraph.md:258-258	table-row	| `VERSION` / `ARCHITECTURE` / `APOLLO_ELV2_LICENSE` | — | Prod CI build args (ECR image tag, `linux/amd64`, accept Apollo ELv2 license). |
corpus/services/graphql-wundergraph.md:260-260	paragraph	The router itself is **stateless** — no DB/Redis/secret env vars at runtime (the compose service mounts `.env` via `env_file` but the router does not consume secrets).
corpus/services/graphql-wundergraph.md:264-266	paragraph	Schema correctness is enforced at compose time by `wgc` (federation composition will fail the build on an invalid supergraph).
corpus/services/graphql-wundergraph.md:271-271	bullet	**Pinned versions**: cosmo router `0.275.0`, `wgc 0.104.0`, federation `2.3.2`.
corpus/services/graphql-wundergraph.md:272-272	bullet	**Repo name is misspelled** `graphql-wundegraph` in `package.json` and the repo's own `CLAUDE.md` heading.
corpus/services/hiring.md:11-15	paragraph	A seeder that wrote the "obvious" table (`jobsimulation.sessions`) would produce a page that renders its chrome and its columns with **every score blank** — a green coverage sweep over an empty scoreboard.
corpus/services/hiring.md:87-87	paragraph	`is_hiring` must be set in **TWO** places, because the platform derives the org's type differently on each side:
corpus/services/hiring.md:107-108	bullet	**Client — Clerk `publicMetadata.isHiring = true`.** The **entire `apps/web` re-skin is derived client-side from Clerk, never from a GraphQL call:**
corpus/services/hiring.md:116-119	paragraph	So a demo org whose DB row says `is_hiring=true` but whose Clerk metadata omits `isHiring` renders as a **normal Workforce org** in the browser — the nav never relabels, the "Results" framing never appears.
corpus/services/hiring.md:116-119	paragraph	**⇒ M224 must extend Clerkenstein's fake Clerk API to emit `publicMetadata.isHiring = true`** for the hiring org. This is a rext change (the mock), **NOT a platform edit**.
corpus/services/hiring.md:172-175	bullet	**Hiring sims are `SIMULATION_TYPE_HIRING`-typed job simulations** — the same `jobsimulation` runtime the Workforce product uses, tagged as a hiring assessment.
corpus/services/hiring.md:172-175	bullet	The captured public snapshot carries **87 real `SIMULATION_TYPE_HIRING` sims** (published + public) — a rich pool; M223 picks **5** as the org's "positions" (real content, zero synth — M222 BA-6).
corpus/services/hiring.md:191-194	paragraph	The recruiter's scoreboard is `/enterprise/activity-dashboard → AI-Simulations → [simId]`: one row per candidate who took the sim, ranked by a comparable **score**.
corpus/services/hiring.md:191-194	paragraph	That score comes from **`app.public.job_simulation_sessions.score`** — the **canonical** session entity in the `app` service's `public` schema, read directly by the resolver.
corpus/services/hiring.md:211-211	paragraph	**The read-path, traced end-to-end (FE → GraphQL → resolver → Ent → table):**
corpus/services/hiring.md:215-215	table-row	| 1 | `apps/{web,hiring}/.../simulationScoreColumn.tsx:54,95-97` | renders `row.score` (the visible number).
corpus/services/hiring.md:295-295	bullet	**`public.memberships`** — the candidate must be **active** (`GetMemberships`; status `active`/`invited`).
corpus/services/hiring.md:297-306	paragraph	Before the mirror drop it was `public.local_jobsimulation_sessions` (score) + a co-written `jobsimulation.sessions` twin (so the federated non-null `Session!` resolved from the other subgraph, else the list NULL-bubbled).
corpus/services/hiring.md:297-306	paragraph	The mirror table is dropped and there is no second subgraph, so **both halves collapsed into `public.job_simulation_sessions`.** (This said *"neither table exists"* until M257x iter-52 — a flat contradiction of the **History** blockquote (**`:193-198`**) above, which is the adjudicated form: the mirror was dropped, `jobsimulation.sessions` was not, and no local stack creates that schema either way. It cited the then-`:157-159` — the `job_position` bullet, now `:173-175`, a different construct entirely — until M257x iter-98.
